"","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallDuration","CallHour","AgeBucket","BalanceBucket"
"1080",1080,36,"management","married","tertiary","0",495,"0","0","cellular",5,"aug",3,97,2,"success",157,"16","(33.4,41.1]","BelowAverage"
"1081",1081,29,"services","married","secondary","0",182,"1","0","telephone",13,"may",3,-1,0,"unknown",38,"12","(25.7,33.4]","BelowAverage"
"1082",1082,44,"management","single","tertiary","0",1424,"1","0","cellular",8,"aug",2,-1,0,"unknown",201,"9","(41.1,48.8]","BelowAverage"
"1083",1083,33,"entrepreneur","married","secondary","0",-122,"0","0","cellular",24,"jul",5,-1,0,"unknown",123,"12","(25.7,33.4]","Negative"
"1084",1084,43,"entrepreneur","married","secondary","0",104,"1","0","cellular",18,"jul",3,-1,0,"unknown",635,"16","(41.1,48.8]","BelowAverage"
"1085",1085,32,"management","married","tertiary","0",302,"1","1","unknown",23,"feb",1,384,2,"failure",61,"15","(25.7,33.4]","BelowAverage"
"1086",1086,42,"management","divorced","tertiary","0",5037,"0","0","cellular",16,"jul",6,84,14,"success",100,"16","(41.1,48.8]","AboveAverage"
"1087",1087,27,"unemployed","single","tertiary","0",37,"1","0","unknown",13,"may",3,-1,0,"unknown",163,"16","(25.7,33.4]","BelowAverage"
"1088",1088,35,"management","single","tertiary","0",80,"0","0","cellular",4,"sep",2,94,1,"other",434,"12","(33.4,41.1]","BelowAverage"
"1089",1089,54,"management","married","tertiary","0",154,"0","0","unknown",9,"may",3,-1,0,"unknown",155,"16","(48.8,56.5]","BelowAverage"
"1090",1090,73,"retired","married","tertiary","0",448,"0","0","cellular",22,"jun",1,90,1,"success",68,"15","(71.9,79.6]","BelowAverage"
"1091",1091,34,"technician","married","secondary","0",-259,"1","0","unknown",27,"may",2,-1,0,"unknown",124,"17","(33.4,41.1]","Negative"
"1092",1092,31,"management","single","tertiary","0",0,"0","0","cellular",25,"aug",5,-1,0,"unknown",191,"12","(25.7,33.4]","Negative"
"1093",1093,25,"technician","single","secondary","0",505,"0","1","cellular",17,"nov",2,-1,0,"unknown",386,"17","(17.9,25.7]","BelowAverage"
"1094",1094,43,"blue-collar","married","primary","0",-476,"1","0","unknown",26,"may",1,-1,0,"unknown",16,"16","(41.1,48.8]","Negative"
"1095",1095,52,"blue-collar","married","secondary","0",1405,"0","1","cellular",17,"jul",2,-1,0,"unknown",753,"17","(48.8,56.5]","BelowAverage"
"1096",1096,42,"management","single","secondary","0",50,"0","0","unknown",5,"may",1,-1,0,"unknown",48,"10","(41.1,48.8]","BelowAverage"
"1097",1097,37,"blue-collar","married","secondary","0",103,"1","0","cellular",12,"may",1,-1,0,"unknown",153,"9","(33.4,41.1]","BelowAverage"
"1098",1098,36,"technician","married","secondary","0",1368,"0","0","cellular",1,"jun",1,292,5,"failure",516,"17","(33.4,41.1]","BelowAverage"
"1099",1099,64,"retired","married","secondary","0",2031,"0","0","cellular",13,"nov",5,-1,0,"unknown",202,"12","(56.5,64.2]","AboveAverage"
"1100",1100,40,"retired","married","primary","0",407,"1","0","cellular",2,"feb",1,271,1,"failure",200,"12","(33.4,41.1]","BelowAverage"
"1101",1101,41,"management","divorced","tertiary","0",846,"0","1","cellular",23,"jul",3,-1,0,"unknown",206,"9","(33.4,41.1]","BelowAverage"
"1102",1102,35,"technician","single","secondary","0",1693,"1","0","cellular",10,"feb",1,-1,0,"unknown",515,"9","(33.4,41.1]","AboveAverage"
"1103",1103,29,"technician","single","secondary","0",3466,"0","0","cellular",21,"apr",1,-1,0,"unknown",274,"9","(25.7,33.4]","AboveAverage"
"1104",1104,38,"student","married","secondary","0",134,"0","0","cellular",27,"aug",8,-1,0,"unknown",91,"11","(33.4,41.1]","BelowAverage"
"1105",1105,41,"blue-collar","married","secondary","0",167,"0","0","unknown",20,"jun",1,-1,0,"unknown",48,"14","(33.4,41.1]","BelowAverage"
"1106",1106,22,"student","single","secondary","0",2488,"0","0","cellular",8,"nov",2,38,10,"other",449,"9","(17.9,25.7]","AboveAverage"
"1107",1107,58,"unemployed","married","secondary","0",1625,"0","0","cellular",5,"feb",2,-1,0,"unknown",286,"15","(56.5,64.2]","AboveAverage"
"1108",1108,50,"blue-collar","married","primary","0",12519,"1","0","cellular",21,"nov",3,34,1,"failure",615,"17","(48.8,56.5]","AboveAverage"
"1109",1109,34,"blue-collar","single","secondary","0",-96,"1","0","unknown",27,"may",2,-1,0,"unknown",153,"10","(33.4,41.1]","Negative"
"1110",1110,41,"services","married","primary","0",510,"0","0","unknown",9,"jun",2,-1,0,"unknown",316,"9","(33.4,41.1]","BelowAverage"
"1111",1111,47,"admin.","married","secondary","0",726,"0","0","unknown",17,"jun",3,-1,0,"unknown",60,"12","(41.1,48.8]","BelowAverage"
"1112",1112,54,"technician","married","secondary","0",473,"0","1","cellular",13,"aug",1,-1,0,"unknown",112,"11","(48.8,56.5]","BelowAverage"
"1113",1113,35,"technician","married","secondary","0",150,"0","0","cellular",18,"aug",5,-1,0,"unknown",242,"17","(33.4,41.1]","BelowAverage"
"1114",1114,40,"housemaid","married","tertiary","0",0,"0","0","unknown",6,"oct",1,-1,0,"unknown",6,"11","(33.4,41.1]","Negative"
"1115",1115,28,"self-employed","single","secondary","0",5679,"1","0","cellular",9,"feb",4,-1,0,"unknown",701,"13","(25.7,33.4]","AboveAverage"
"1116",1116,52,"management","married","tertiary","0",1065,"1","1","unknown",30,"may",1,-1,0,"unknown",159,"10","(48.8,56.5]","BelowAverage"
"1117",1117,48,"blue-collar","married","secondary","0",1730,"1","0","cellular",4,"may",1,89,3,"success",361,"16","(41.1,48.8]","AboveAverage"
"1118",1118,55,"housemaid","divorced","primary","0",77,"0","0","cellular",31,"jul",6,-1,0,"unknown",463,"15","(48.8,56.5]","BelowAverage"
"1119",1119,32,"blue-collar","married","secondary","0",169,"1","0","cellular",14,"may",2,-1,0,"unknown",291,"15","(25.7,33.4]","BelowAverage"
"1120",1120,40,"blue-collar","married","primary","0",-108,"1","0","unknown",19,"jun",3,-1,0,"unknown",149,"14","(33.4,41.1]","Negative"
"1121",1121,35,"blue-collar","married","secondary","0",503,"1","1","unknown",9,"may",2,-1,0,"unknown",57,"12","(33.4,41.1]","BelowAverage"
"1122",1122,29,"self-employed","single","tertiary","0",415,"0","0","cellular",29,"jan",1,-1,0,"unknown",122,"10","(25.7,33.4]","BelowAverage"
"1123",1123,30,"management","divorced","tertiary","0",415,"1","1","cellular",6,"may",1,343,4,"failure",984,"10","(25.7,33.4]","BelowAverage"
"1124",1124,36,"self-employed","single","secondary","0",74,"1","1","cellular",12,"may",2,-1,0,"unknown",198,"9","(33.4,41.1]","BelowAverage"
"1125",1125,34,"blue-collar","married","primary","0",-106,"1","0","unknown",27,"may",1,-1,0,"unknown",237,"15","(33.4,41.1]","Negative"
"1126",1126,60,"unemployed","married","primary","0",0,"0","0","cellular",22,"jul",1,412,1,"other",1193,"11","(56.5,64.2]","Negative"
"1127",1127,50,"blue-collar","divorced","primary","0",149,"1","0","unknown",7,"may",1,-1,0,"unknown",74,"11","(48.8,56.5]","BelowAverage"
"1128",1128,25,"student","single","secondary","0",1747,"1","0","cellular",24,"jul",1,-1,0,"unknown",903,"12","(17.9,25.7]","AboveAverage"
"1129",1129,27,"blue-collar","married","secondary","0",484,"1","0","cellular",15,"may",1,361,2,"failure",210,"13","(25.7,33.4]","BelowAverage"
"1130",1130,43,"unemployed","divorced","secondary","0",4478,"1","0","unknown",13,"may",1,-1,0,"unknown",133,"17","(41.1,48.8]","AboveAverage"
"1132",1132,37,"services","married","secondary","0",345,"1","1","cellular",16,"apr",1,148,1,"failure",114,"14","(33.4,41.1]","BelowAverage"
"1133",1133,58,"blue-collar","married","primary","0",76,"1","0","unknown",5,"may",2,-1,0,"unknown",156,"13","(56.5,64.2]","BelowAverage"
"1134",1134,34,"technician","single","tertiary","0",2733,"0","0","cellular",14,"jul",1,-1,0,"unknown",604,"16","(33.4,41.1]","AboveAverage"
"1135",1135,32,"admin.","single","secondary","0",1649,"0","0","cellular",27,"may",2,-1,0,"unknown",204,"10","(25.7,33.4]","AboveAverage"
"1136",1136,29,"admin.","single","secondary","0",464,"0","0","cellular",9,"nov",2,91,3,"success",208,"14","(25.7,33.4]","BelowAverage"
"1137",1137,70,"retired","divorced","secondary","0",6850,"0","0","telephone",3,"sep",1,182,4,"failure",228,"10","(64.2,71.9]","AboveAverage"
"1138",1138,42,"admin.","married","secondary","0",16517,"0","0","cellular",15,"mar",5,203,4,"failure",549,"11","(41.1,48.8]","AboveAverage"
"1139",1139,33,"management","single","tertiary","0",4176,"0","0","cellular",26,"mar",3,-1,0,"unknown",288,"14","(25.7,33.4]","AboveAverage"
"1140",1140,45,"entrepreneur","married","tertiary","0",3689,"1","0","cellular",7,"may",1,169,5,"failure",397,"13","(41.1,48.8]","AboveAverage"
"1141",1141,39,"management","divorced","tertiary","0",-999,"1","0","unknown",27,"may",1,-1,0,"unknown",313,"15","(33.4,41.1]","Negative"
"1142",1142,51,"blue-collar","married","primary","0",541,"0","0","cellular",11,"aug",3,-1,0,"unknown",663,"9","(48.8,56.5]","BelowAverage"
"1143",1143,22,"student","single","secondary","0",120,"0","0","cellular",7,"dec",5,-1,0,"unknown",245,"14","(17.9,25.7]","BelowAverage"
"1144",1144,38,"services","married","primary","0",175,"0","0","unknown",17,"jun",2,-1,0,"unknown",132,"12","(33.4,41.1]","BelowAverage"
"1145",1145,51,"blue-collar","married","secondary","0",7180,"1","0","unknown",14,"may",1,-1,0,"unknown",927,"15","(48.8,56.5]","AboveAverage"
"1146",1146,30,"entrepreneur","single","secondary","0",732,"0","0","cellular",3,"feb",4,-1,0,"unknown",1404,"16","(25.7,33.4]","BelowAverage"
"1147",1147,38,"admin.","divorced","secondary","0",19,"1","0","unknown",30,"may",2,-1,0,"unknown",604,"10","(33.4,41.1]","BelowAverage"
"1149",1149,42,"services","married","secondary","0",1376,"1","0","cellular",2,"jun",2,92,4,"success",271,"12","(41.1,48.8]","BelowAverage"
"1150",1150,24,"student","single","secondary","0",822,"0","0","cellular",27,"oct",1,91,2,"failure",184,"12","(17.9,25.7]","BelowAverage"
"1151",1151,34,"entrepreneur","single","secondary","1",-200,"0","1","cellular",25,"jul",5,-1,0,"unknown",248,"15","(33.4,41.1]","Negative"
"1152",1152,55,"technician","divorced","secondary","0",35,"1","0","cellular",20,"aug",4,-1,0,"unknown",126,"11","(48.8,56.5]","BelowAverage"
"1153",1153,39,"blue-collar","married","primary","0",568,"1","0","unknown",21,"may",3,-1,0,"unknown",173,"17","(33.4,41.1]","BelowAverage"
"1154",1154,51,"admin.","married","secondary","0",684,"1","0","cellular",20,"nov",1,-1,0,"unknown",68,"13","(48.8,56.5]","BelowAverage"
"1155",1155,23,"services","single","secondary","0",91,"1","0","unknown",16,"may",2,-1,0,"unknown",374,"10","(17.9,25.7]","BelowAverage"
"1156",1156,31,"technician","married","secondary","0",367,"0","0","cellular",28,"aug",17,-1,0,"unknown",79,"10","(25.7,33.4]","BelowAverage"
"1157",1157,36,"technician","divorced","secondary","0",69,"1","0","cellular",12,"may",2,369,3,"failure",61,"9","(33.4,41.1]","BelowAverage"
"1158",1158,37,"management","married","tertiary","0",9269,"1","1","cellular",17,"apr",1,149,2,"failure",71,"10","(33.4,41.1]","AboveAverage"
"1159",1159,30,"management","single","tertiary","0",5359,"0","0","cellular",26,"feb",1,191,3,"success",427,"13","(25.7,33.4]","AboveAverage"
"1160",1160,38,"admin.","married","secondary","0",1767,"1","0","cellular",9,"jul",4,239,7,"success",483,"16","(33.4,41.1]","AboveAverage"
"1161",1161,32,"entrepreneur","single","tertiary","0",-34,"1","0","cellular",11,"mar",1,-1,0,"unknown",101,"14","(25.7,33.4]","Negative"
"1162",1162,32,"management","single","tertiary","0",41,"0","0","cellular",21,"aug",5,-1,0,"unknown",686,"17","(25.7,33.4]","BelowAverage"
"1163",1163,53,"blue-collar","married","primary","0",1138,"1","0","cellular",6,"aug",2,-1,0,"unknown",375,"16","(48.8,56.5]","BelowAverage"
"1164",1164,32,"blue-collar","married","secondary","0",897,"1","0","cellular",7,"apr",3,322,2,"failure",293,"17","(25.7,33.4]","BelowAverage"
"1165",1165,27,"services","married","secondary","0",511,"1","0","unknown",30,"jun",5,-1,0,"unknown",85,"17","(25.7,33.4]","BelowAverage"
"1166",1166,34,"management","married","tertiary","0",589,"0","0","cellular",1,"sep",1,44,3,"other",300,"9","(33.4,41.1]","BelowAverage"
"1167",1167,27,"blue-collar","single","primary","0",497,"1","0","cellular",20,"apr",2,272,1,"other",255,"13","(25.7,33.4]","BelowAverage"
"1168",1168,27,"student","single","tertiary","0",118,"0","0","cellular",25,"may",1,-1,0,"unknown",112,"17","(25.7,33.4]","BelowAverage"
"1169",1169,24,"technician","single","secondary","0",-73,"1","0","cellular",18,"may",2,-1,0,"unknown",7,"9","(17.9,25.7]","Negative"
"1170",1170,56,"technician","married","secondary","0",1093,"0","0","cellular",7,"aug",4,-1,0,"unknown",89,"12","(48.8,56.5]","BelowAverage"
"1171",1171,63,"retired","divorced","tertiary","0",0,"0","0","cellular",13,"may",1,181,2,"success",263,"9","(56.5,64.2]","Negative"
"1172",1172,32,"management","single","tertiary","0",0,"0","0","cellular",29,"aug",2,-1,0,"unknown",255,"12","(25.7,33.4]","Negative"
"1173",1173,46,"management","married","tertiary","0",273,"1","0","cellular",15,"sep",1,105,3,"failure",1962,"9","(41.1,48.8]","BelowAverage"
"1174",1174,35,"self-employed","married","secondary","0",0,"0","0","cellular",12,"aug",2,-1,0,"unknown",64,"14","(33.4,41.1]","Negative"
"1175",1175,47,"admin.","married","secondary","0",407,"1","0","unknown",5,"jun",12,-1,0,"unknown",67,"13","(41.1,48.8]","BelowAverage"
"1176",1176,45,"technician","married","tertiary","0",377,"1","0","unknown",19,"jun",3,-1,0,"unknown",835,"10","(41.1,48.8]","BelowAverage"
"1177",1177,31,"blue-collar","married","secondary","0",0,"0","0","telephone",23,"jul",1,-1,0,"unknown",36,"14","(25.7,33.4]","Negative"
"1178",1178,32,"services","single","secondary","0",-23,"0","0","cellular",11,"may",1,305,1,"failure",185,"13","(25.7,33.4]","Negative"
"1179",1179,34,"services","married","secondary","0",0,"1","0","unknown",19,"may",4,-1,0,"unknown",115,"11","(33.4,41.1]","Negative"
"1180",1180,46,"management","married","tertiary","0",11385,"0","0","cellular",24,"mar",3,-1,0,"unknown",269,"9","(41.1,48.8]","AboveAverage"
"1181",1181,32,"technician","single","tertiary","0",5514,"0","0","cellular",22,"apr",1,182,1,"success",319,"17","(25.7,33.4]","AboveAverage"
"1182",1182,27,"admin.","married","secondary","0",897,"0","0","cellular",5,"jun",1,-1,0,"unknown",397,"10","(25.7,33.4]","BelowAverage"
"1183",1183,31,"management","single","tertiary","0",533,"0","0","telephone",12,"may",1,90,10,"success",372,"15","(25.7,33.4]","BelowAverage"
"1184",1184,31,"blue-collar","married","secondary","0",335,"1","0","unknown",8,"may",1,-1,0,"unknown",226,"17","(25.7,33.4]","BelowAverage"
"1185",1185,37,"unemployed","married","secondary","0",4769,"0","0","cellular",29,"jan",1,-1,0,"unknown",124,"12","(33.4,41.1]","AboveAverage"
"1186",1186,29,"blue-collar","married","secondary","0",2312,"1","0","telephone",14,"jul",3,-1,0,"unknown",109,"13","(25.7,33.4]","AboveAverage"
"1187",1187,29,"blue-collar","married","secondary","0",1175,"1","1","cellular",30,"jul",4,-1,0,"unknown",141,"15","(25.7,33.4]","BelowAverage"
"1188",1188,45,"services","married","secondary","0",-406,"1","1","cellular",21,"jul",2,-1,0,"unknown",276,"12","(41.1,48.8]","Negative"
"1189",1189,57,"admin.","married","secondary","0",403,"1","0","cellular",18,"may",1,340,2,"other",603,"15","(56.5,64.2]","BelowAverage"
"1190",1190,39,"technician","divorced","tertiary","1",3,"0","0","cellular",6,"may",1,-1,0,"unknown",488,"14","(33.4,41.1]","BelowAverage"
"1191",1191,26,"student","single","secondary","0",8015,"0","0","cellular",26,"may",1,-1,0,"unknown",109,"12","(25.7,33.4]","AboveAverage"
"1192",1192,48,"admin.","married","secondary","0",50,"0","1","cellular",21,"oct",1,-1,0,"unknown",419,"13","(41.1,48.8]","BelowAverage"
"1193",1193,54,"management","married","secondary","0",4080,"0","0","unknown",5,"may",1,-1,0,"unknown",140,"15","(48.8,56.5]","AboveAverage"
"1194",1194,37,"technician","married","tertiary","0",88,"0","0","cellular",6,"may",1,90,3,"other",195,"12","(33.4,41.1]","BelowAverage"
"1195",1195,31,"technician","married","secondary","0",1173,"1","0","cellular",14,"jul",3,-1,0,"unknown",444,"17","(25.7,33.4]","BelowAverage"
"1196",1196,39,"management","married","secondary","0",2198,"0","0","unknown",16,"jun",1,-1,0,"unknown",418,"13","(33.4,41.1]","AboveAverage"
"1197",1197,35,"technician","married","secondary","0",13,"0","0","cellular",22,"aug",2,-1,0,"unknown",94,"16","(33.4,41.1]","BelowAverage"
"1198",1198,35,"self-employed","single","tertiary","0",4294,"0","0","unknown",26,"jun",4,-1,0,"unknown",529,"17","(33.4,41.1]","AboveAverage"
"1199",1199,31,"management","married","tertiary","0",917,"1","0","cellular",27,"aug",9,-1,0,"unknown",100,"15","(25.7,33.4]","BelowAverage"
"1200",1200,57,"admin.","married","secondary","0",4168,"1","1","unknown",16,"may",1,-1,0,"unknown",47,"16","(56.5,64.2]","AboveAverage"
"1201",1201,41,"management","married","tertiary","0",2767,"0","0","cellular",30,"apr",1,-1,0,"unknown",75,"11","(33.4,41.1]","AboveAverage"
"1202",1202,55,"admin.","married","secondary","0",139,"0","0","cellular",30,"apr",1,-1,0,"unknown",241,"13","(48.8,56.5]","BelowAverage"
"1203",1203,38,"admin.","divorced","secondary","0",485,"1","0","cellular",2,"feb",1,-1,0,"unknown",252,"14","(33.4,41.1]","BelowAverage"
"1204",1204,32,"blue-collar","single","secondary","0",226,"1","0","unknown",5,"jun",5,-1,0,"unknown",426,"16","(25.7,33.4]","BelowAverage"
"1205",1205,39,"management","single","tertiary","0",11971,"1","0","telephone",15,"may",10,179,5,"failure",75,"10","(33.4,41.1]","AboveAverage"
"1206",1206,42,"technician","married","secondary","0",300,"1","0","cellular",19,"nov",1,-1,0,"unknown",76,"14","(41.1,48.8]","BelowAverage"
"1207",1207,75,"retired","divorced","primary","0",37127,"0","0","cellular",11,"feb",1,-1,0,"unknown",505,"14","(71.9,79.6]","AboveAverage"
"1208",1208,48,"management","married","secondary","0",36686,"0","0","cellular",30,"apr",1,-1,0,"unknown",295,"13","(41.1,48.8]","AboveAverage"
"1209",1209,38,"management","married","tertiary","0",1722,"1","0","cellular",10,"jul",1,-1,0,"unknown",500,"12","(33.4,41.1]","AboveAverage"
"1210",1210,46,"technician","single","tertiary","0",628,"0","0","cellular",20,"nov",5,-1,0,"unknown",454,"11","(41.1,48.8]","BelowAverage"
"1211",1211,35,"self-employed","single","tertiary","0",353,"0","0","cellular",11,"feb",1,183,1,"success",352,"10","(33.4,41.1]","BelowAverage"
"1212",1212,33,"technician","single","tertiary","0",119,"0","1","cellular",21,"jul",3,-1,0,"unknown",202,"15","(25.7,33.4]","BelowAverage"
"1213",1213,45,"services","married","secondary","0",-75,"1","0","cellular",2,"feb",1,252,1,"failure",134,"10","(41.1,48.8]","Negative"
