"Id_duplicate","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CarInsurance","CallDuration","CallHour","AgeBinEW","AgeBinEF","BalanceBin","BalanceBinEF","WithinMonth","WithinMonthEF","PrevAttempsToDaysPassed","PAtDPEF"
"804",804,57,"services","married","secondary","0",197,"0","0","unknown",16,"jun",1,-1,0,"unknown","0",116,"15","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"805",805,32,"student","single","secondary","0",0,"0","0","cellular",21,"nov",1,-1,0,"unknown","0",206,"9","(25.7,33.4]","[32,37)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"806",806,58,"services","divorced","secondary","0",462,"0","0","cellular",13,"nov",1,93,1,"success","1",495,"13","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.010752688172043,"[0.00482,8.00000]"
"807",807,35,"technician","single","secondary","0",1183,"1","0","cellular",21,"nov",3,185,2,"failure","0",21,"16","(33.4,41.1]","[32,37)","BelowAverage","[ 1075, 2557)","LateMonth","[21,27)",0.0108108108108108,"[0.00482,8.00000]"
"808",808,44,"technician","married","tertiary","0",1454,"0","0","unknown",11,"jun",2,-1,0,"unknown","0",156,"15","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[ 7,12)",0,"0.00000"
"809",809,20,"blue-collar","single","secondary","0",129,"1","1","unknown",13,"may",1,-1,0,"unknown","0",190,"16","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"810",810,36,"technician","married","tertiary","0",0,"0","0","cellular",20,"aug",1,-1,0,"unknown","0",245,"16","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"811",811,40,"management","single","tertiary","0",3840,"1","0","cellular",24,"sep",2,409,2,"success","1",232,"10","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0.00488997555012225,"[0.00482,8.00000]"
"812",812,27,"management","single","tertiary","0",2802,"1","0","cellular",18,"may",1,-1,0,"unknown","0",84,"9","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"813",813,32,"management","married","tertiary","0",905,"0","0","cellular",12,"feb",4,-1,0,"unknown","1",666,"10","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"814",814,50,"technician","married","secondary","0",797,"1","0","unknown",6,"may",1,-1,0,"unknown","0",354,"10","(48.8,56.5]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"815",815,33,"management","single","tertiary","0",637,"0","0","cellular",14,"aug",2,-1,0,"unknown","0",206,"11","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"816",816,29,"blue-collar","married","secondary","0",0,"1","0","cellular",11,"may",6,-1,0,"unknown","0",116,"17","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","MidMonth","[ 7,12)",0,"0.00000"
"817",817,46,"management","married","tertiary","0",699,"0","0","cellular",2,"feb",1,-1,0,"unknown","0",241,"10","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"818",818,46,"management","married","primary","0",1267,"1","1","cellular",18,"nov",2,-1,0,"unknown","0",187,"9","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"819",819,39,"technician","single","secondary","0",15,"1","0","cellular",30,"apr",1,-1,0,"unknown","1",510,"13","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"820",820,27,"technician","single","secondary","0",299,"1","0","cellular",5,"feb",7,-1,0,"unknown","0",29,"11","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"821",821,54,"blue-collar","married","primary","0",836,"1","0","telephone",21,"nov",1,130,3,"other","0",312,"9","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0.0230769230769231,"[0.00482,8.00000]"
"822",822,34,"blue-collar","single","secondary","0",-317,"1","0","cellular",17,"apr",3,346,1,"other","0",518,"13","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","MidMonth","[17,21)",0.00289017341040462,"[0.00119,0.00482)"
"823",823,34,"technician","married","secondary","0",672,"0","0","cellular",23,"jul",3,-1,0,"unknown","0",158,"14","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"824",824,35,"admin.","single","secondary","0",3636,"0","0","cellular",12,"aug",1,-1,0,"unknown","0",202,"10","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"825",825,59,"retired","married","primary","0",4949,"0","1","unknown",12,"jun",8,-1,0,"unknown","0",168,"12","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"826",826,38,"management","married","tertiary","0",93,"1","0","cellular",25,"may",1,272,4,"failure","0",74,"12","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0.0147058823529412,"[0.00482,8.00000]"
"827",827,39,"services","married","secondary","0",117,"1","0","cellular",18,"may",2,-1,0,"unknown","1",1032,"17","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"828",828,41,"technician","married","secondary","0",1385,"0","0","unknown",17,"jun",1,-1,0,"unknown","0",145,"14","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"829",829,55,"blue-collar","married","secondary","0",1011,"1","0","cellular",12,"aug",2,-1,0,"unknown","0",112,"10","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"830",830,32,"management","divorced","tertiary","0",530,"1","0","cellular",24,"sep",1,114,2,"failure","0",91,"14","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0.0175438596491228,"[0.00482,8.00000]"
"831",831,37,"management","married","tertiary","0",1315,"0","0","cellular",30,"jun",1,-1,0,"unknown","1",224,"17","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"832",832,43,"blue-collar","married","secondary","0",95,"1","0","cellular",18,"may",1,-1,0,"unknown","0",296,"16","(41.1,48.8]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"833",833,24,"admin.","married","secondary","0",-94,"1","0","cellular",15,"may",1,-1,0,"unknown","0",217,"12","(17.9,25.7]","[18,32)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"834",834,44,"admin.","married","secondary","0",1206,"0","0","cellular",19,"nov",3,-1,0,"unknown","0",180,"17","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"835",835,35,"self-employed","married","tertiary","0",7990,"1","0","cellular",4,"feb",1,-1,0,"unknown","0",357,"13","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"836",836,56,"blue-collar","divorced","primary","0",-216,"1","0","unknown",26,"may",1,-1,0,"unknown","0",336,"12","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"837",837,29,"admin.","married","tertiary","0",26,"1","0","unknown",28,"may",1,-1,0,"unknown","0",45,"10","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"838",838,45,"technician","married","secondary","0",3492,"1","1","unknown",20,"jun",4,-1,0,"unknown","0",46,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"839",839,35,"technician","single","tertiary","0",1880,"0","0","cellular",20,"may",1,-1,0,"unknown","1",154,"9","(33.4,41.1]","[32,37)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"840",840,41,"services","divorced","secondary","0",2769,"1","0","unknown",18,"jun",3,-1,0,"unknown","0",96,"11","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"841",841,53,"blue-collar","married","secondary","0",6112,"0","0","cellular",30,"apr",1,86,1,"success","0",211,"9","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0.0116279069767442,"[0.00482,8.00000]"
"842",842,44,"services","married","primary","0",3,"1","0","cellular",7,"may",1,-1,0,"unknown","0",228,"14","(41.1,48.8]","[44,52)","BelowAverage","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"843",843,48,"blue-collar","married","primary","0",-460,"0","0","cellular",23,"jul",1,-1,0,"unknown","0",135,"13","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"844",844,54,"blue-collar","married","secondary","0",548,"0","0","cellular",18,"aug",7,-1,0,"unknown","1",520,"17","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"845",845,56,"entrepreneur","divorced","primary","0",29,"0","0","cellular",29,"jan",2,227,1,"failure","0",52,"13","(48.8,56.5]","[52,95]","BelowAverage","[   14,  229)","LateMonth","[27,31]",0.00440528634361234,"[0.00119,0.00482)"
"846",846,51,"entrepreneur","married","tertiary","0",83,"0","0","cellular",20,"apr",2,-1,0,"unknown","1",267,"13","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"847",847,38,"housemaid","single","secondary","0",113,"1","0","unknown",2,"jun",4,-1,0,"unknown","0",98,"17","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"848",848,30,"management","single","tertiary","0",697,"0","0","cellular",28,"apr",2,181,8,"success","1",545,"10","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.0441988950276243,"[0.00482,8.00000]"
"849",849,28,"technician","single","secondary","0",909,"0","1","cellular",7,"jul",1,-1,0,"unknown","1",532,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"850",850,80,"retired","married","primary","0",155,"0","0","telephone",12,"mar",1,93,2,"success","1",290,"14","(79.6,87.3]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.021505376344086,"[0.00482,8.00000]"
"851",851,29,"student","single","tertiary","0",559,"0","0","cellular",3,"feb",2,-1,0,"unknown","0",143,"17","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"852",852,58,"admin.","married","secondary","0",4348,"1","0","cellular",23,"jun",4,141,1,"other","1",790,"10","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0.00709219858156028,"[0.00482,8.00000]"
"853",853,50,"admin.","married","secondary","0",546,"0","0","cellular",28,"jul",6,-1,0,"unknown","0",82,"17","(48.8,56.5]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"854",854,30,"technician","married","secondary","0",776,"0","0","cellular",30,"apr",2,-1,0,"unknown","1",861,"11","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"855",855,33,"technician","married","tertiary","0",525,"1","1","cellular",30,"jan",1,247,1,"failure","0",499,"14","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0.00404858299595142,"[0.00119,0.00482)"
"856",856,54,"management","married","tertiary","0",8295,"0","0","cellular",2,"oct",2,119,1,"success","1",849,"17","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.00840336134453781,"[0.00482,8.00000]"
"857",857,59,"management","married","tertiary","0",296,"0","1","cellular",15,"jul",3,-1,0,"unknown","1",805,"16","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"858",858,40,"management","married","tertiary","0",409,"0","0","cellular",19,"aug",2,-1,0,"unknown","0",111,"16","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"859",859,51,"entrepreneur","married","secondary","0",-799,"0","1","cellular",15,"jul",3,-1,0,"unknown","1",1001,"12","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"860",860,34,"admin.","single","secondary","0",151,"1","0","cellular",12,"may",1,370,1,"other","1",590,"17","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.0027027027027027,"[0.00119,0.00482)"
"861",861,41,"blue-collar","married","primary","0",246,"0","0","unknown",19,"jun",3,-1,0,"unknown","1",683,"9","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"862",862,40,"management","married","primary","0",395,"1","0","cellular",22,"apr",4,-1,0,"unknown","1",232,"9","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"863",863,34,"admin.","single","secondary","0",10,"0","1","unknown",29,"may",3,-1,0,"unknown","0",310,"12","(33.4,41.1]","[32,37)","BelowAverage","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"864",864,30,"services","single","secondary","0",-143,"1","0","cellular",15,"may",1,-1,0,"unknown","0",85,"15","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"865",865,56,"services","single","secondary","0",-40,"1","0","cellular",15,"may",1,368,2,"failure","1",311,"12","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[12,17)",0.00543478260869565,"[0.00482,8.00000]"
"866",866,42,"technician","divorced","secondary","0",19,"0","0","cellular",20,"aug",4,-1,0,"unknown","1",875,"11","(41.1,48.8]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"867",867,42,"blue-collar","divorced","secondary","0",685,"1","0","unknown",30,"may",4,-1,0,"unknown","0",204,"10","(41.1,48.8]","[37,44)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"868",868,37,"blue-collar","single","secondary","0",2235,"1","0","cellular",20,"apr",2,151,2,"failure","0",419,"9","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0.0132450331125828,"[0.00482,8.00000]"
"869",869,31,"blue-collar","divorced","secondary","0",-452,"1","0","unknown",26,"may",5,-1,0,"unknown","0",182,"13","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"870",870,47,"management","married","tertiary","0",-488,"1","0","cellular",25,"jul",5,-1,0,"unknown","0",65,"13","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"871",871,39,"management","married","tertiary","0",0,"1","0","cellular",5,"may",2,-1,0,"unknown","1",811,"17","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"872",872,25,"admin.","single","secondary","0",82,"0","1","cellular",7,"apr",2,-1,0,"unknown","1",104,"13","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"873",873,61,"retired","divorced","primary","0",3624,"0","0","cellular",25,"nov",1,-1,0,"unknown","1",342,"12","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"874",874,28,"management","single","tertiary","0",437,"0","0","cellular",5,"may",1,-1,0,"unknown","1",338,"15","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"875",875,48,"admin.","single","secondary","0",1253,"1","0","unknown",18,"jun",2,-1,0,"unknown","0",245,"17","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"876",876,26,"management","single","tertiary","0",1646,"0","0","cellular",18,"sep",5,-1,0,"unknown","1",890,"12","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"877",877,54,"management","single","tertiary","0",3294,"1","0","cellular",25,"jul",5,-1,0,"unknown","0",132,"10","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"878",878,28,"admin.","divorced","secondary","0",785,"1","0","unknown",8,"may",2,-1,0,"unknown","1",442,"15","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"879",879,24,"student","single","secondary","0",23878,"0","0","cellular",26,"may",1,97,1,"success","1",133,"9","(17.9,25.7]","[18,32)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0.0103092783505155,"[0.00482,8.00000]"
"880",880,29,"entrepreneur","single","secondary","0",158,"1","0","cellular",25,"jul",2,-1,0,"unknown","0",241,"11","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"881",881,52,"technician","divorced","secondary","0",280,"0","0","cellular",14,"jul",5,-1,0,"unknown","0",393,"9","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"882",882,37,"blue-collar","married","secondary","0",121,"1","1","cellular",13,"may",4,-1,0,"unknown","0",302,"12","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"883",883,46,"technician","married","secondary","0",499,"1","0","cellular",31,"jul",10,-1,0,"unknown","0",37,"14","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"884",884,29,"blue-collar","married","secondary","0",723,"0","1","cellular",17,"jul",1,-1,0,"unknown","0",235,"11","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"885",885,36,"student","single","tertiary","0",129,"0","0","cellular",27,"oct",1,-1,0,"unknown","1",149,"12","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"886",886,53,"unemployed","divorced","secondary","0",587,"0","0","cellular",19,"nov",1,-1,0,"unknown","1",561,"17","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"887",887,56,"technician","married","tertiary","0",3082,"1","1","unknown",30,"jun",3,-1,0,"unknown","0",444,"13","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"888",888,51,"blue-collar","married","primary","0",3942,"1","0","unknown",17,"jun",3,-1,0,"unknown","0",363,"17","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"889",889,36,"management","married","tertiary","0",2178,"1","0","cellular",14,"may",3,-1,0,"unknown","0",75,"16","(33.4,41.1]","[32,37)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"890",890,45,"admin.","married","secondary","0",3493,"1","0","cellular",8,"jul",1,-1,0,"unknown","0",498,"10","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"891",891,51,"technician","married","secondary","1",61,"0","1","telephone",30,"jul",20,-1,0,"unknown","0",27,"17","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"892",892,30,"services","married","secondary","0",-95,"1","1","unknown",26,"may",3,-1,0,"unknown","0",306,"15","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"893",893,47,"technician","single","unknown","0",-213,"1","0","unknown",26,"may",1,-1,0,"unknown","0",168,"11","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"894",894,26,"blue-collar","married","secondary","0",2005,"1","0","unknown",27,"may",3,-1,0,"unknown","0",224,"13","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"895",895,62,"retired","married","primary","0",1084,"0","0","cellular",14,"apr",1,-1,0,"unknown","1",505,"17","(56.5,64.2]","[52,95]","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"896",896,37,"management","married","tertiary","0",630,"0","0","cellular",30,"apr",1,87,1,"success","1",315,"15","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.0114942528735632,"[0.00482,8.00000]"
"897",897,43,"management","married","tertiary","0",3518,"0","0","cellular",15,"jun",2,-1,0,"unknown","1",181,"12","(41.1,48.8]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"898",898,71,"retired","married","tertiary","0",653,"0","0","telephone",3,"sep",1,189,1,"success","1",471,"13","(64.2,71.9]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0.00529100529100529,"[0.00482,8.00000]"
"899",899,37,"technician","married","secondary","0",474,"1","0","cellular",14,"apr",1,322,1,"failure","0",85,"12","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.0031055900621118,"[0.00119,0.00482)"
